director_id,director_gender,film_id
1030,male,116345
144,male,41967
361,male,47795
29,male,4271
103,male,41949
403,male,16859
219,male,38695
68,male,2927
425,male,41939
1031,male,119324
260,male,26936
201,male,11909
1028,male,71805
10,male,41821
100,male,21344
1032,male,11131
53,male,59058
138,male,1662
29,male,6444
453,male,71642
1033,male,31923
81,male,41783
1034,male,28553
313,male,12776
1030,male,31696
701,male,15080
192,male,5048
1035,male,41804
1036,male,215993
853,male,13995
1037,male,11198
150,male,41678
953,male,45145
403,male,11621
15,male,47714
10,male,38143
1038,male,31962
123,male,48150
1039,male,41778
192,male,5051
49,male,83599
1040,male,96712
238,male,47105
260,male,7500
1041,male,20339
1042,male,8983
1043,male,271304
1044,male,10486
1045,male,54804
1046,female,57221
1037,male,18665
25,male,63054
818,male,41343
369,male,48709
348,male,2460
1047,male,12254
90,male,16992
60,female,26124
1048,male,37517
1049,male,37673
830,male,26644
939,male,36221
1050,male,5470
1051,male,88421
641,male,8697
157,male,7096
1030,male,21039
813,male,13428
539,female,36105
1052,male,50173
708,male,46817
1040,male,45935
161,male,47060
1053,male,84002
1054,male,9943
954,male,17985
1055,male,21210
1056,male,9597
1057,male,11854
1058,female,33491
1059,male,24272
1060,male,3716
240,male,11944
752,male,40476
1061,male,18394
1062,male,19362
1063,male,31161
551,male,65296
561,male,72490
1064,male,110147
297,male,12480
794,male,29512
1065,male,32166
18,male,38987
1066,male,9439
1067,female,20160
83,male,28943
1068,male,33253
1069,male,16171
1070,male,49671
1071,male,15917
939,male,36246
380,male,467
271,male,73952
1072,male,16435
1057,male,10757
1073,male,23160
1074,male,18088
1075,male,3577
974,male,27259
1076,male,32248
1077,male,2440
936,male,10836
287,female,10955
1078,male,12900
1079,female,81540
1080,male,40096
160,female,52999
1066,male,11056
1081,male,13437
1082,male,211
914,male,10046
1076,male,27245
1048,male,6382
276,male,16077
1040,male,11553
1083,male,9298
1012,male,37712
561,male,27324
603,male,35583
1084,male,35848
1085,male,9025
1086,male,14752
72,male,10943
1087,male,10981
919,male,10918
1063,male,30839
585,female,53244
1088,female,97754
1089,male,11427
349,male,18072
1090,male,8441
1091,male,12720
163,male,10077
1035,male,31076
1092,male,26955
1093,male,16132
13,male,36730
675,male,38970
1094,male,26491
1095,male,15271
1096,male,22076
950,male,55931
1097,male,12703
1098,male,9282
917,male,5844
781,male,4972
9,male,2841
1068,male,11606
1060,male,363
320,male,16635
1064,male,23520
1099,female,1418
1100,male,15990
1101,male,11492
18,male,22618
322,male,29987
1102,male,14527
1103,male,14455
1104,male,24092
276,male,20357
219,male,21200
1105,male,12608
1106,male,49681
309,male,9667
69,male,13373
144,male,37209
1107,male,40823
350,male,1913
1108,male,45693
1109,male,15177
1110,male,5528
1,male,179
1111,male,12653
1112,male,24860
1113,male,4836
346,male,30973
1114,male,12086
959,male,11420
1115,male,81792
53,male,1404
1116,male,10296
1117,male,19423
1118,male,291
1119,male,4896
1120,male,11662
1121,male,41171
383,male,986
602,male,55309
161,male,56616
221,male,205
297,male,46761
411,male,28055
408,male,118
682,male,1280
490,male,9833
1122,male,6478
17,male,11162
161,male,54291
161,male,57564
15,male,42420
1123,male,147747
1124,male,64334
281,male,69234
217,male,39472
1125,female,18927
464,male,58097
1126,male,25350
366,male,7229
1127,male,12576
91,male,10609
38,male,35031
668,male,9947
1128,male,6439
1129,male,7214
1130,male,26488
228,male,27429
1131,male,49696
1132,male,11423
196,male,16410
1133,male,342
692,male,613
1134,male,273
359,male,2517
1135,male,24962
988,male,42729
830,male,30923
671,male,10310
1136,male,29259
400,male,53200
400,male,55624
129,female,6317
1136,male,68822
1136,male,27430
1137,male,135473
1138,male,41968
1010,male,16638
403,male,4935
210,male,8953
1139,male,10951
299,male,42845
112,female,57825
786,male,8340
1140,male,1942
1067,female,18279
1141,female,10636
818,male,9470
1142,male,36867
1143,male,37527
186,male,4710
1144,male,10568
1145,male,25103
1146,male,5204
1147,male,89065
297,male,4974
442,male,4235
572,male,34614
1148,male,10012
533,male,65967
1149,male,10022
1150,male,26
1151,male,43912
1152,male,76403
119,male,34093
1153,male,34196
1154,female,54380
563,male,15443
199,male,36815
1155,male,33539
291,male,1093
260,male,12622
1156,male,25283
1157,male,11196
256,male,33431
999,male,42837
83,male,1589
412,male,45218
136,male,21666
591,male,32208
1158,female,48598
190,male,45694
1159,male,19884
345,male,42106
701,male,16198
701,male,15283
1160,male,158
806,male,53939
1161,male,19665
669,male,47002
307,male,18774
950,male,42994
1162,male,21131
1163,male,47237
507,female,11399
1164,male,7364
1165,male,11431
455,male,51945
763,male,42229
29,male,2029
308,male,26774
1166,male,85673
1167,male,62637
644,male,50435
1009,male,42617
1168,male,31219
1169,male,19971
333,male,49225
725,male,42691
771,female,3875
1170,male,74948
475,male,26638
671,male,37512
1171,male,9653
999,male,42637
1172,male,19673
1173,male,41115
644,male,54156
889,male,4595
671,male,42260
202,male,31442
1174,male,36971
1175,female,50183
1064,male,7342
148,male,45267
1176,male,9636
678,male,48580
95,male,36843
222,male,69069
1177,male,45713
94,male,104193
100,male,64167
368,male,39851
1178,male,15961
1179,male,6183
111,male,8220
383,male,43003
979,male,31065
1180,male,22033
677,male,68883
188,male,43379
1181,male,9393
1103,male,21325
293,male,1495
1182,male,1640
57,male,67445
385,male,11171
291,male,11799
1183,male,83995
576,male,42626
38,male,43344
412,male,26614
1184,male,133750
1073,male,31414
1142,male,15318
53,male,13384
1185,male,21997
841,male,44658
1186,male,48130
260,male,27233
590,male,26541
1174,male,63066
1060,male,11628
319,male,10913
1187,male,10027
348,male,2444
1188,male,43429
763,male,19413
682,male,1279
1189,male,4379
652,male,31200
1190,male,11019
1191,male,14694
27,male,34856
171,male,27
682,male,25649
1192,female,16605
1193,male,42268
1194,female,9787
1195,male,16932
1196,male,23825
1197,male,10226
181,male,56321
1198,male,9528
1199,male,12109
1200,male,65579
1201,male,43354
917,male,5845
739,male,44524
1202,female,45881
1203,male,25248
96,female,25312
238,male,18497
411,male,2994
1077,male,33908
670,male,14653
1134,male,276
1204,male,2151
944,male,15719
1205,male,18503
473,male,34308
1075,male,11588
379,female,16659
180,male,78293
317,male,73376
678,male,1553
204,male,55650
1003,male,43100
1206,male,21115
1207,male,38516
237,male,14646
1208,male,11309
731,male,9775
1209,male,42719
388,male,72899
1208,male,5237
1210,male,32242
1211,male,37632
1212,male,12259
641,male,25074
1213,male,26935
1071,male,5319
173,male,39946
726,female,26579
1214,male,42689
75,male,9913
911,male,24461
1215,male,31542
1216,male,18976
655,male,42741
1217,male,17110
1218,male,15907
1219,male,11848
787,male,27217
1071,male,31977
1220,male,1917
333,male,79684
1221,female,14134
1222,male,42034
646,male,445
199,male,102081
1223,male,37185
1224,male,14175
183,male,4442
1225,male,65513
1226,male,9042
747,male,1985
1227,male,1830
1228,male,61675
1229,male,14759
395,male,27053
333,male,44407
1230,male,14286
866,male,34181
518,male,8814
458,male,9923
212,male,1947
400,male,10319
1231,male,29656
228,male,59
48,male,257
1232,male,398
1233,male,10254
1234,male,14517
1003,male,56518
397,male,10087
1235,male,11627
989,male,34870
299,male,10703
1236,male,9060
193,male,31056
620,male,5471
4,male,19082
1015,male,46315
1237,male,10017
894,male,10475
579,male,1559
198,male,3527
1238,male,12612
1239,male,38583
5,male,142
1240,male,3291
1215,male,56798
1168,male,16608
1241,male,791
1242,male,15276
510,male,6963
200,male,45967
1243,male,16729
89,male,226594
725,male,5335
365,male,9993
409,male,29111
538,male,10799
148,male,36102
748,male,14897
1244,male,34207
114,male,32117
1245,male,19354
336,male,10851
1246,male,105299
1247,male,73473
328,male,12877
873,male,11661
423,male,5620
407,male,39261
485,male,54801
485,male,28667
1228,male,60409
1248,male,46917
1249,male,10033
89,male,41764
1250,male,8555
1251,male,4348
204,male,47473
260,male,20347
418,male,69
1252,male,46591
1253,male,11421
564,male,20345
1254,male,15184
1012,male,86666
128,male,8425
419,male,2153
506,male,48121
569,male,116
38,male,35124
735,male,84090
1255,male,67
52,male,254
81,male,2008
1256,male,27915
1257,male,917
144,male,17595
730,male,43322
944,male,19058
328,male,22908
253,male,42234
1258,male,9515
1259,male,9721
260,male,23606
682,male,2777
682,male,25651
682,male,25650
727,male,8290
1260,male,8053
653,male,13653
1261,male,56373
1262,male,612
98,male,18840
766,male,4495
1263,male,10597
1264,male,9687
1265,male,33081
1266,male,20546
1267,male,17835
1268,male,37910
1269,male,30095
689,male,16665
943,male,63395
1270,male,43355
1159,male,79406
763,male,42269
216,male,55544
1271,male,36380
558,male,46041
333,male,21735
561,male,27742
48,male,4772
10,male,14226
282,male,12701
682,male,25652
412,male,45802
1272,male,12517
1054,male,2117
85,male,9912
31,male,24163
1273,male,31858
171,male,8435
153,male,12116
1274,male,38349
1275,male,17
427,male,86168
1276,male,30712
1153,male,77291
237,male,33095
160,female,33799
1277,female,61559
1278,male,20981
1116,male,5145
13,male,9754
1279,male,7515
1280,male,10073
1281,male,7304
1282,male,24432
1283,male,17700
6,male,2207
560,male,14086
564,male,44435
226,male,9756
902,male,10912
1083,male,9968
1003,male,4173
186,male,113479
1284,male,18493
752,male,7483
1285,male,752
244,male,9950
1286,male,868
1287,female,14191
475,male,49781
132,male,9648
4,male,55676
1288,male,582
1289,male,42120
1040,male,88811
465,male,49361
1012,male,37939
776,male,42112
776,male,48764
776,male,1561
114,male,31289
400,male,8410
400,male,51311
111,male,219
1080,male,52345
1290,male,10177
1291,male,12591
1292,male,18045
1293,male,16070
1066,male,11348
1294,male,9035
1295,male,9389
1296,male,460
485,male,28752
1297,male,20521
1298,male,53296
1299,male,4441
999,male,84954
745,male,11490
1300,male,11304
291,male,55368
186,male,1629
1301,male,17111
1302,male,19126
1303,male,80556
1304,male,50724
395,male,48369
1305,male,1557
1306,male,16367
161,male,36253
682,male,1416
1307,male,9530
324,male,9829
1308,female,10115
1309,male,10008
1310,male,13689
1311,male,15013
187,male,59892
1312,male,44126
615,male,101908
1313,male,26116
1314,female,38344
95,male,122271
1315,male,28673
32,male,20556
1131,male,4962
828,female,1887
1316,male,48693
1317,male,16074
372,male,22747
1318,male,17741
49,male,41796
1319,male,20604
941,male,410
934,male,4375
1320,female,8008
171,male,7872
753,male,16429
1321,male,36762
671,male,10308
199,male,21631
519,male,1164
1322,male,9520
201,male,39083
1040,male,11554
655,male,15383
148,male,47850
900,male,73907
1323,male,9727
369,male,5070
1324,male,13802
569,male,512
822,male,82
880,male,51043
1252,male,24164
404,male,1986
1325,female,9293
1326,male,84956
866,male,35075
1327,male,47880
345,male,51857
833,female,148
330,male,77221
1328,male,52452
1329,male,5289
609,male,9907
291,male,42501
948,male,15696
1330,male,37929
1331,male,16998
299,male,39776
183,male,11559
781,male,1023
1105,male,39749
1332,female,14893
647,male,1540
1333,male,1491
1334,male,7291
1335,male,22238
196,male,19072
58,male,11227
1336,male,29589
1337,male,41937
242,male,14597
239,male,9708
1338,male,39382
1339,male,49940
1105,male,22471
53,male,1116
1340,male,41508
38,male,37628
1341,male,55343
1250,male,5072
297,male,2566
61,male,32687
1342,male,24916
682,male,1963
313,male,10846
1343,male,15097
23,male,34068
1344,male,300
290,male,9676
1345,male,6948
1346,male,15213
1347,male,12249
198,male,390
198,male,1595
1084,male,15742
1055,male,43410
1348,male,51079
541,male,43122
503,male,9664
1349,male,47190
1350,male,2753
110,male,1417
1351,male,111642
4,male,1422
1094,male,9978
1352,male,14812
1353,male,8332
148,male,42236
1354,male,86
21,male,13209
497,male,1523
640,male,9693
1355,male,14012
1305,male,4285
1356,male,14097
206,male,78507
420,male,1123
1357,male,36922
187,male,21156
1358,male,11619
364,male,1427
1359,male,24553
1303,male,60567
256,male,36215
1360,male,13542
37,male,8588
1361,female,1581
276,male,313
1362,male,14823
849,male,8324
412,male,29415
38,male,36265
530,male,15804
878,male,1372
1363,male,9986
558,male,13210
27,male,11653
244,male,55819
427,male,43791
977,male,14202
1268,male,12924
1364,male,1646
220,female,47143
671,male,7736
311,male,1730
604,male,12812
55,male,8618
598,male,1259
551,male,27067
10,male,1494
1365,male,9656
956,male,14171
1366,male,13967
1367,male,16371
1368,male,79767
198,male,2204
8,male,13771
1068,male,38025
1369,male,27095
1370,male,19166
771,female,3549
682,male,25648
1371,male,6166
1372,male,12183
361,male,37952
1373,female,46919
888,male,12547
1374,male,25623
1375,male,13140
1376,male,26594
1377,male,22473
342,female,10075
989,male,5206
833,female,2266
1157,male,15962
1378,male,34866
919,male,37725
1379,male,13517
1380,male,2016
317,male,17266
1381,male,34038
945,male,74581
490,male,3594
617,male,48215
384,male,40394
240,male,17919
1012,male,42721
424,male,27523
756,male,28955
983,male,4638
1382,male,24653
790,male,1993
591,male,28710
1059,male,26598
1383,female,6443
194,male,1253
119,male,38021
652,male,15163
1384,male,14375
76,male,42999
1385,male,10790
1386,male,14055
1195,male,6691
1132,male,1255
752,male,49709
1306,male,2977
281,male,25062
227,female,16727
1177,male,46916
1387,male,14434
1127,male,11494
1388,male,17388
599,male,4657
76,male,42595
225,male,19495
661,female,10051
594,male,9075
200,male,37513
237,male,11958
1389,male,192675
904,male,5177
1073,male,20122
1390,female,57241
1312,male,22311
69,male,1272
45,female,1590
1391,female,32390
627,male,11515
38,male,35838
166,male,32627
1124,male,1407
86,male,1441
1392,male,6145
1089,male,9843
1393,male,54659
1394,female,10111
1395,male,21810
1396,male,9785
359,male,20525
1397,male,38907
1398,male,13569
1399,male,49081
1393,male,16447
1400,male,15008
1401,male,27904
1402,female,11705
1403,female,1919
1149,male,2976
267,male,41380
267,male,11205
456,male,43618
567,male,5723
1404,male,1872
1077,male,5488
1342,male,15860
1405,male,8748
1406,male,10063
1407,male,12225
1408,male,10832
551,male,36143
246,male,1990
1409,male,10288
1410,male,74055
366,male,21427
112,female,9724
1411,male,42700
800,male,71822
1003,male,2748
109,male,41930
1412,male,75350
307,male,42464
171,male,1988
545,male,2196
480,male,19606
1413,male,30443
267,male,18763
1414,male,11404
1415,male,16083
1416,male,13402
1417,female,24582
144,male,27359
137,male,44502
1418,male,18632
1113,male,2270
947,male,757
1419,male,14219
218,male,3638
94,male,88527
219,male,4516
1420,male,14217
1421,male,10795
1422,male,24159
1423,male,1721
1424,male,40060
814,male,1127
1425,male,12455
411,male,28049
1426,male,22085
1427,female,3542
1428,male,4349
1429,male,14223
692,male,4858
1430,male,10431
1431,male,14877
564,male,14229
754,male,13385
1312,male,6609
1209,male,42735
109,male,2882
1432,male,13501
1251,male,4347
144,male,13241
1305,male,523
1397,male,2009
1433,male,13722
136,male,3469
1434,male,4629
1258,male,5353
228,male,2252
1435,male,14284
1436,male,6641
1437,male,15071
1438,male,8414
512,male,10425
455,male,24170
1439,male,10030
5,male,4588
1440,male,2728
209,male,14251
1441,male,14930
1442,male,13538
883,male,18421
523,male,4512
1005,male,39893
613,male,15048
1217,male,14041
1443,male,1922
1444,male,2011
1445,male,5708
476,male,18613
1116,male,9911
1446,male,15667
106,male,14753
705,male,46067
1447,male,3603
1060,male,2014
256,male,27276
1273,male,25476
1448,male,12646
1449,male,20605
471,male,20607
1092,male,2015
1037,male,18731
293,male,4982
1450,male,2013
703,male,39127
1344,male,4953
1451,male,19026
1452,male,2284
1453,male,4723
671,male,48267
1454,male,10251
1011,male,12555
385,male,13168
841,male,20714
1455,female,11148
1456,female,17460
1221,female,8079
1457,male,6537
541,male,43798
89,male,1874
31,male,1989
1458,male,48266
89,male,25460
257,male,64942
993,male,7979
1459,male,45126
1460,male,12171
1254,male,13250
117,male,53896
464,male,48737
1461,male,13198
1462,male,111744
1360,male,36328
408,male,13885
161,male,12130
579,male,42529
22,male,19103
1463,male,40860
713,female,111854
1464,male,54318
175,male,69557
833,female,110909
1465,female,31068
569,male,4787
1466,male,7508
1467,male,10253
1468,male,5259
1469,female,47841
606,male,51992
17,male,13195
1470,male,30535
477,male,24624
1133,male,4170
1471,male,41845
1472,male,14069
48,male,81522
1100,male,27357
198,male,10834
756,male,58470
1473,male,8321
621,male,4034
141,male,2282
671,male,53094
1474,male,59474
1475,female,7973
457,male,18893
67,male,71072
1476,male,46885
1091,male,42041
1477,male,12855
1478,female,15030
196,male,28093
761,male,48131
1479,male,8247
53,male,7992
1480,male,8390
200,male,21490
1481,male,125742
835,male,14073
1482,male,12184
1483,male,7942
1484,male,13362
1485,male,10844
591,male,21043
68,male,7840
85,male,8848
718,male,13460
646,male,8461
310,male,7862
1486,male,12177
911,male,2239
1487,male,7985
1488,male,14066
1008,male,3764
1489,male,14793
787,male,15124
1490,male,12178
1491,male,8060
186,male,29369
516,male,22521
1492,male,42536
818,male,13688
1493,male,86792
1401,male,11534
730,male,511
1494,male,7797
1200,male,15185
1240,male,4942
48,male,11483
1495,male,25904
4,male,7944
627,male,46982
1071,male,16283
1496,male,8281
1497,male,8267
1062,male,15260
914,male,8827
1498,female,7459
331,female,38376
1499,male,1729
273,male,14324
95,male,10503
1500,male,38163
1501,male,13258
1502,male,47120
185,male,29291
1503,female,6967
236,male,10761
1040,male,12198
1504,male,14784
1157,male,15957
762,male,41648
199,male,3014
199,male,43822
768,male,87541
1505,male,12197
1506,female,25527
1507,male,13191
1508,female,50700
1509,male,10120
119,male,38282
1510,male,10822
1511,male,130639
1511,male,51929
1512,male,74349
440,male,26119
934,male,42358
1513,male,4857
1514,female,72445
198,male,20017
1040,male,45996
1073,male,60261
327,male,45791
1515,male,9789
936,male,13848
1514,female,51484
1516,male,45408
1215,male,66180
1215,male,31742
903,male,14748
1094,male,15691
1223,male,14392
1517,male,8645
703,male,13405
1518,male,11665
20,male,14949
144,male,85559
360,male,45698
1519,male,78321
1303,male,43031
1091,male,10842
25,male,14111
1520,male,20158
1521,male,8265
713,female,14634
1522,male,428
1298,male,20548
1523,male,14145
1524,male,13022
200,male,43487
730,male,13614
730,male,4966
1525,male,13964
379,female,13910
1526,female,10818
277,male,14456
682,male,25647
531,male,14898
531,male,12416
671,male,36226
992,male,6687
585,female,2002
1527,male,116333
1306,male,12568
1528,male,14048
1529,female,30112
1530,male,70846
316,male,16725
1531,male,15865
1532,female,4140
309,male,14061
1067,female,167928
236,male,31082
569,male,5038
1533,male,15859
1458,male,14654
1092,male,41245
1534,male,15069
1535,male,7446
1536,male,14878
1537,male,13256
1538,male,8885
1156,male,13310
548,male,13956
148,male,43389
328,male,14298
23,male,9381
1539,male,16182
104,male,21335
1540,male,27521
708,male,13726
1342,male,35854
1541,male,3865
1085,male,4998
1542,male,3041
204,male,47721
240,male,14643
603,male,30944
1359,male,12412
1543,male,37050
202,male,38311
1067,female,54669
1544,male,73169
558,male,1984
841,male,38361
1545,male,13027
1473,male,25126
1546,male,14326
281,male,50011
1547,male,14928
1303,male,822
809,male,8882
1548,male,12783
293,male,12113
1549,male,10078
1550,male,13051
53,male,56942
1181,male,7735
198,male,76406
112,female,12689
1551,male,15935
1552,male,108634
291,male,27361
1553,male,13150
582,male,14325
336,male,13809
1554,male,41073
1388,male,13506
747,male,8338
69,male,12405
1555,female,18548
1556,male,4701
1344,male,8938
1557,male,73059
348,male,2588
1558,male,13672
1133,male,4627
1106,male,127257
1248,male,49355
1559,male,13905
739,male,8892
1560,female,15749
804,male,22358
786,male,43985
1561,male,9999
425,male,29452
883,male,8905
1012,male,88435
647,male,8841
195,male,6972
1534,male,16342
1562,male,20919
1563,male,12224
1564,male,10360
1303,male,35790
291,male,2574
528,female,72495
945,male,85844
1565,male,17157
1566,male,10200
1567,male,13223
493,male,8055
1568,male,5816
1569,male,41966
312,male,2253
1268,male,38142
1570,male,14806
98,male,185156
1571,male,4148
236,male,194113
1112,male,17845
1572,male,362026
1573,male,13971
1574,male,8049
1520,male,141971
1575,male,8927
403,male,12429
186,male,51808
1520,male,50988
547,male,16409
1576,male,54406
488,male,49256
1577,male,13944
154,male,52886
1578,male,14139
1056,male,16999
1579,male,8280
1580,female,36402
1581,female,317
75,male,2309
1582,male,31688
1583,male,14076
1584,male,13825
1585,male,13429
1586,male,6733
373,female,27447
1587,male,14254
1588,male,16137
1589,male,214436
1590,male,10529
716,male,14582
400,male,46595
257,male,50318
1006,male,48350
1591,male,15003
364,male,4959
1592,male,10362
787,male,16170
1593,male,1560
1594,male,26900
1595,male,13492
1040,male,52512
94,male,98193
1103,male,16804
1082,male,30508
1596,male,15039
1597,male,13639
440,male,47561
1276,male,18884
1598,male,21851
1599,male,24351
944,male,16177
1600,male,434
1601,female,14979
475,male,41054
1382,male,8832
1175,female,50013
237,male,8279
1440,male,7916
1602,female,67384
1603,female,36281
1604,male,17077
1599,male,10049
1599,male,9914
387,male,20421
1362,male,13849
655,male,27061
1605,male,5334
1606,male,16558
250,male,13811
1607,male,17003
266,male,14180
460,male,46799
368,male,14735
400,male,62437
1608,male,18094
1502,male,15451
463,male,82962
384,male,22705
1562,male,10041
881,male,19976
820,male,16867
1609,male,19833
1319,male,16919
318,male,8902
862,male,18947
948,male,46096
1610,male,16869
497,male,16995
1611,male,10000
470,male,44967
1360,male,21641
1612,male,24365
1613,male,17431
572,male,33974
1253,male,18320
813,male,17436
1614,male,30843
1615,male,36175
1616,male,21191
331,female,15342
1617,male,64115
1190,male,10946
513,male,111752
1618,female,15705
1458,male,14448
1619,male,18238
1252,male,30239
484,female,44012
153,male,86764
74,male,16899
368,male,8282
1620,male,14857
173,male,77822
128,male,13975
989,male,17609
1621,male,37924
1622,male,16345
1623,male,761
671,male,45560
740,male,26506
1624,female,13710
1625,male,15084
1626,male,16324
669,male,27799
748,male,8883
7,male,49767
1543,male,29314
719,male,40465
865,male,23924
542,male,18760
1627,male,31544
1411,male,84119
894,male,8933
1628,male,4498
698,male,24772
1629,male,29082
1054,male,4250
1630,male,32451
1631,male,62320
569,male,19265
1632,male,69426
1633,male,8884
1634,male,38940
1319,male,19105
455,male,59847
455,male,60623
1635,male,14687
1636,male,48773
183,male,8054
1637,male,19929
1145,male,18696
368,male,64901
561,male,8937
616,male,22302
1203,male,18635
208,male,49691
141,male,39415
1638,male,21208
1639,male,67463
95,male,47870
1640,male,62547
1398,male,14833
1641,male,20856
1642,male,17654
232,female,38879
1643,male,20071
1644,male,13730
1645,male,14415
128,male,121895
1040,male,105703
1040,male,176650
1646,male,17199
1040,male,92989
1040,male,45999
771,female,18908
400,male,99657
1191,male,12407
1647,male,64728
1648,male,18585
1649,male,16634
1650,male,145066
1651,female,31216
1040,male,49982
415,male,19840
655,male,25047
1652,male,33199
1040,male,99599
1653,male,41682
1494,male,11928
1654,male,98289
1040,male,99600
49,male,8895
954,male,18533
7,male,18820
1655,male,12839
1656,male,15775
38,male,44655
1657,male,18032
343,male,87683
1658,female,18568
1659,male,21657
745,male,8899
655,male,20778
1660,male,17153
412,male,43878
793,male,23115
769,male,23049
1110,male,15457
947,male,758
153,male,45458
153,male,64544
1053,male,34869
153,male,2861
691,male,25376
1661,male,22494
646,male,37903
1353,male,19898
1662,male,20171
1663,male,21700
1664,male,72083
1665,male,6309
1666,male,10313
1657,male,20715
1628,male,31936
186,male,8071
945,male,43255
762,male,42225
361,male,689
686,male,32317
1407,male,3511
1667,female,29134
558,male,114618
465,male,46768
1077,male,22536
1298,male,22326
1668,male,25643
97,female,29963
171,male,35113
29,male,40225
1669,male,25532
871,male,185591
1670,male,18974
1671,male,64450
411,male,28051
1512,male,67612
359,male,25050
1672,male,41053
455,male,54563
158,male,91262
1673,male,38670
1674,male,22717
1675,male,90056
187,male,126597
1676,male,36800
1677,male,14476
1678,male,21398
1012,male,39506
532,male,22787
1679,male,4786
612,female,24684
455,male,63978
331,female,11156
1680,male,106254
1681,male,11807
713,female,17622
1682,male,188858
1683,male,48214
81,male,92990
1351,male,43850
141,male,4734
948,male,44334
1512,male,67062
1684,male,59239
1685,female,85927
470,male,63107
1266,male,44630
1686,male,25132
767,male,52941
1687,male,33806
267,male,50936
1162,male,24238
218,male,23512
1277,female,31189
453,male,54154
492,male,85763
1003,male,69912
196,male,51619
1680,male,98914
76,male,42788
1688,male,24392
1689,male,32928
730,male,47430
187,male,19035
187,male,56619
220,female,26191
1690,male,23173
1691,male,31021
903,male,22447
1091,male,28422
144,male,94653
1358,male,16577
1692,male,37767
352,male,30431
914,male,38984
1628,male,51317
1680,male,84273
1693,male,113520
1694,male,94638
1672,male,53767
1120,male,24293
68,male,14161
111,male,8088
1695,male,21581
1335,male,7860
1285,male,22832
1422,male,32511
1259,male,19167
1696,female,121088
1697,male,33273
1698,male,33035
929,male,112687
1259,male,20411
1699,male,32543
945,male,91426
1395,male,18595
1700,male,20764
686,male,99875
1701,male,58435
597,male,104776
1702,male,8353
477,male,36272
1703,male,16866
1704,male,14452
1704,male,18472
1053,male,51284
52,male,7980
53,male,2143
720,male,62131
1290,male,20606
1143,male,88067
1303,male,35867
153,male,64414
158,male,56800
945,male,45987
1705,male,55261
1706,male,27719
999,male,42836
945,male,101382
1707,male,89785
1401,male,47046
1708,male,82404
81,male,148597
1709,male,14704
1710,male,29697
830,male,61872
244,male,32615
1711,male,10197
1624,female,10268
358,male,36811
1055,male,15772
1712,male,132397
671,male,42206
53,male,18898
948,male,17591
188,male,49687
1348,male,94803
1713,male,114790
1694,male,110733
266,male,122163
1411,male,43876
484,female,63215
1714,male,80960
316,male,23963
1211,male,60489
1715,male,20236
957,male,19901
1716,female,28644
212,male,28178
327,male,25195
53,male,57251
678,male,21575
1717,male,39023
1718,male,25927
1719,male,44085
1493,male,52273
1540,male,95140
173,male,37222
142,male,26765
538,male,1450
1720,male,101006
835,male,15774
1721,male,12161
921,male,164421
1722,male,101342
400,male,44027
1060,male,31175
776,male,32097
1723,male,10800
1724,male,25676
404,male,25205
1725,male,45699
598,male,17606
34,male,49956
1684,male,86303
1726,male,13855
739,male,83994
95,male,57978
95,male,23999
94,male,42720
1727,female,32559
1728,male,253476
1729,female,33511
1730,male,23410
1352,male,16095
1269,male,43346
727,male,61864
1731,male,160266
1732,male,21033
1733,male,23988
848,male,21453
1159,male,47370
1734,male,8349
1735,male,75877
499,male,12201
867,male,2974
766,male,94706
1250,male,26466
26,female,252407
1402,female,24469
525,male,7344
1037,male,18670
1736,male,25293
1736,male,59013
1736,male,81382
1737,male,17334
1738,female,19311
153,male,81399
1200,male,13949
281,male,36457
48,male,11439
1739,male,26963
395,male,67736
350,male,26428
1740,male,12273
1741,male,29388
157,male,19962
34,male,29785
1742,male,25967
1743,male,224642
1057,male,26022
324,male,22972
1744,male,29182
1745,male,26389
388,male,31515
1746,male,28925
7,male,23488
79,male,26771
1747,male,25941
59,male,36233
1272,male,16350
1334,male,14765
451,male,30903
1748,male,26623
204,male,48145
1749,female,24225
564,male,15483
1750,male,43495
1751,male,168171
1752,male,80595
1753,male,16436
1754,male,31867
1353,male,28355
780,male,36970
451,male,69872
49,male,28211
1440,male,30779
1132,male,30018
1147,male,37181
1755,male,45035
1756,male,52637
359,male,25053
1664,male,104607
1757,male,11122
9,male,27936
1758,male,34769
117,male,35939
1759,male,4252
692,male,16759
1760,male,93519
1761,male,39931
1762,male,22419
1763,male,8980
297,male,11801
341,male,1568
725,male,48688
192,male,33226
200,male,36916
1764,male,145902
200,male,17988
603,male,26178
1134,male,1912
463,male,35002
758,male,26186
954,male,37861
801,male,47808
1765,male,29989
1766,male,102419
558,male,228444
1767,male,41110
666,female,20497
1768,male,12411
186,male,25832
1769,male,25338
1770,male,38810
171,male,12408
1317,male,21345
1771,male,44132
260,male,30427
260,male,12166
1772,male,18406
199,male,41597
1127,male,32985
1773,male,32084
1774,male,190906
1775,male,54117
840,male,15877
1579,male,1549
190,male,10171
737,male,38996
127,male,25699
1776,male,48587
260,male,39767
1777,male,17005
1428,male,37178
904,male,5178
1778,male,37495
1779,male,19173
1102,male,43090
1249,male,35169
171,male,41116
1780,male,37828
1781,male,38542
293,male,20662
141,male,31345
1782,male,52249
427,male,66022
1783,male,21794
