film_id,film_title,original_language,overview,year
1966,Alexander,English,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",2004
26347,Our Music,French,"Jean-Luc Godard's poetic meditation on war, violence and defeat. The film is structured in three parts. The three segments are ""Hell"", ""Purgatory"", and ""Heaven"". The first segment is a montage of war images from documentary and fictional sources. The second concerns two young Jewish women attending a European arts conference in Sarajevo. The final segment concerns the after life.",2004
9550,House of Flying Daggers,Chinese,"In 9th century China, a corrupt government wages war against a rebel army called the Flying Daggers. A romantic warrior breaks a beautiful rebel out of prison to help her rejoin her fellows, but things are not what they seem.",2004
42668,Alexander the Great,English,"He was a fierce military commander who led huge armies into battle without a single defeat; a magnificent warrior who many believed was part god - this was Alexander the Great (Richard Burton), the legendary Greek hero hailed by his countrymen as ""The King of Kings"". Born in 356 B.C. into a turbulent world of political unrest, educated by Aristotle (Barry Jones) and chosen to lead his people in the grand tradition of his powerful father (Fredric March), this glamorous world conqueror rose above all conflict to unite the continents of Europe and Asia to become one of the most celebrated rulers of all time! Written, produced and directed by Oscar - winner Robert Rossen and featuring the extraordinary Claire Bloom and a remarkable cast of thousands, this stunning portrait of one of history's most fascinating figures is colossal entertainment and an amazing spectacle.",1956
44375,Twist,English,"In a gritty retelling of the Dickens's classic, Twist takes Oliver and the Artful Dodger out of the poorhouse and onto the streets, where junk is the currency and hustling is the game.",2003
58129,The Phantom Carriage,Swedish,"It's New Year's Eve. Three drunkards evoke a legend. The legend tells that the last person to die in a year, if he is a great sinner, will have to drive during the whole year the Phantom Chariot, the one that picks up the souls of the dead...",1921
29267,Destiny,German,"As a young couple stops and rests in a small village inn, the man is abducted by Death and is sequestered behind a huge doorless, windowless wall. The woman finds a mystic entrance and is met by Death, who tells her three separate stories set in exotic locales, all involving circumstances similar to hers. In each story, a woman, trying to save her lover from his ultimate tragic fate, fails. The young lady realizes the meaning of the tales and takes the only step she can to reunite herself with her lover.",1921
57283,Häxan,Swedish,"Grave robbing, torture, possessed nuns, and a satanic Sabbath: Benjamin Christensen's legendary film uses a series of dramatic vignettes to explore the scientific hypothesis that the witches of the Middle Ages suffered the same hysteria as turn-of-the-century psychiatric patients. But the film itself is far from serious-- instead it's a witches' brew of the scary, gross, and darkly humorous.",1922
697,October (Ten Days that Shook the World),Russian,"October is Sergei M. Eisenstein's docu-drama about the 1917 October Revolution in Russia. Made ten years after the events and edited in Eisenstein's 'Soviet Montage' style, it re-enacts in celebratory terms several key scenes from the revolution.",1928
905,Pandora's Box,German,The rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.,1929
28189,The Fall of the House of Usher,French,"Adapted from Edgar Allan Poe's Fall of the House of Usher, director Jean Epstein studiously avoids cheap shocks in this tale of hereditary madness, choosing instead a tightly controlled, spookily subtle technique. The hero, having indirectly caused the death of his beloved, stubbornly tries to resurrect her spirit by devoting himself to painting and sculpture. Epstein conveys the twilight zone between life and death with lingering dissolves and brilliant utilization of slow motion.",1928
626,Un chien andalou,French,Un Chien Andalou is a classic European avant-garde surrealist film from the cooperation of Director Luis Buñuel and Salvador Dali. The film changed the way people made movies. Most famous is the scene of a woman’s eye being cut with a knife.,1929
5729,L'Âge d'Or,French,"The film consists of a series of tightly interlinked vignettes, the most sustained of which details the story of a man and a woman who are passionately in love. Their attempts to consummate their passion are constantly thwarted, by their families, by the Church and bourgeois society in general. In one notable scene, the young girl passionately fellates the toe of a religious statue.",1930
48365,Boudu Saved from Drowning,French,"Bourgeois Parisian bookseller Edouard Lestingois (Charles Granval) rescues a tramp, Boudu, from a suicidal plunge into the river Seine. Boudu is brought into Lestingois' household and invokes the age-old principle that the book-seller is now responsible for his life. The family adopts the bum and dedicates itself to reforming him into a proper middle class person. Boudu (Michel Simon) shows his gratitude by shaking the household to its foundations, challenging the hidebound principles of his hosts and seducing them with his anarchic charm.",1932
91,Land Without Bread,Spanish,"Las Hurdes – Tierra Sin Pan / Land Without Bread / Unpromised Land is a surrealist documentary filmed in Spain in 1932. It is the result of a two month trip through the Las Hurdes region. The film shows the contrasts between the village and the towns in the north of Extremadura, Salamanca and along the border of Portugal.",1933
779,Vampyr,German,A traveler obsessed with the supernatural visits an old inn and finds evidence of vampires.,1932
43904,L'Atalante,French,Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.,1934
22614,The Scarlet Pimpernel,English,"Leslie Howard plays Sir Percy Blakeney, an 18th century English aristocrat who leads a double life. He appears to be merely the effete aristocrat, but in reality is part of an underground effort to free French nobles from Robespierre's Reign of Terror. Based on the novel by Baroness Orczy.",1934
51949,Toni,English,"In the 1920s, the Provence is a magnet for immigrants seeking work in the quarries or in the agriculture. Many mingle with locals and settle down permanently - like Toni, an Italian who has moved in with Marie, a Frenchwoman. Even a well-ordered existence is not immune from boredom, friendship, love, or enmity, and Toni gets entangled in a web of increasingly passionate relationships. For there is his best pal Fernand, but also Albert, his overbearing foreman; there is Sebastian, a steady Spanish peasant, but also Gabi, his young rogue relative; there is Marie, but there is also Josefa.",1935
55207,Gaslight,English,"Twenty years after the murder of Alice Barlow, her house is finally occupied again. However, the husband of the couple who have moved in has a secret which he will do anything to keep hidden.",1940
46069,The Story of the Last Chrysanthemum,Japanese,"In Tokyo in 1888, Kikunosuke Onoue, the adoptive son of an important actor, discovers that he is praised for his acting only because he is his father's heir, and that the troupe complains how bad he is behind his back. The only person to talk to him honestly about his acting is Otoku, the wet-nurse of his adoptive father's child. She is fired by the family, and Kikunosuke is forbidden to see her, because of the gossip a relationship with a servant would cause. Kikunosuke falls in love with Otoku, and leaves home to try to make a living on his own merits outside Tokyo. He is eventually joined by Otoku, who encourages him to become a famous actor to regain the recognition of his family. Written by Will Gilbert",1939
45978,The 47 Ronin,Japanese,"Produced over a two-year period, Kenji Mizoguchi's version of the oft-filmed Seika Mayama story The 47 Ronin was too big to be confined to a single film. Thus, it was released in two parts, each running between 105 and 115 minutes. The story begins in feudal Japan in December of 1701, when warrior leader Lord Asano is tricked into committing Hara-Kiri. Oishi, Asano's loyal clansman, holds the wicked Lord Kira responsible. 14 months after Arano's death, Oishi assembles 47 loyal Ronin (samurai) to exact vengeance. Director Mizoguchi abandoned his usual fascination with modern-day social problems in favor of epic patriotism (remember, the film was made while Japan was still winning World War II.",1941
41391,Day of Wrath,Danish,"In a 17th-century Danish village, an old woman is accused of witchcraft. In the shadow of her flight, capture, confession, and burning at the stake, the young wife of the town's aging pastor falls in love with the pastor's son. Her confession of this illicit affair to her husband brings on her husband's death. At the funeral the pastor's mother denounces the young widow as a witch. Will the widow's lover come to her defense, or has the day of wrath returned?",1943
22638,Henry V,English,"Olivier mustered out of the navy to film this adaptation of Shakespeare’s history. Embroiled in World War II, Britons took courage from this tale of a king who surmounts overwhelming odds and emerges victorious.",1944
14320,Great Expectations,English,"In this Dickens adaptation, orphan Pip discovers through lawyer Mr. Jaggers that a mysterious benefactor wishes to ensure that he becomes a gentleman. Reunited with his childhood patron, Miss Havisham, and his first love, the beautiful but emotionally cold Estella, he discovers that the elderly spinster has gone mad from having been left at the altar as a young woman, and has made her charge into a warped, unfeeling heartbreaker.",1946
43469,Shoeshine,Italian,"At a track near Rome, shoeshine boys are watching horses run. Two of the boys Pasquale, an orphan, and Giuseppe, his younger friend are riding. The pair have been saving to buy a horse of their own to ride...",1946
43461,Odd Man Out,English,Belfast police conduct a door-to-door manhunt for an IRA gunman (James Mason) wounded in a daring robbery.,1947
15390,Les Enfants Terribles,French,"Elisabeth and her brother Paul live isolated from much of the world after Paul is injured in a snowball fight. As a coping mechanism, the two conjure up a hermetic dream of their own making. Their relationship, however, isn't exactly wholesome. Jealousy and a malevolent undercurrent intrude on their fantasy when Elisabeth invites the strange Agathe to stay with them -- and Paul is immediately attracted to her.",1950
800,Los Olvidados,Spanish,"A group of juvenile delinquents live a violent and crime-filled life in the festering slums of Mexico City, and the morals of young Pedro are gradually corrupted and destroyed by the others.",1950
32690,Scandal,Japanese,Akira Kurosawa directed this drama about a paparazzi photo that a tabloid magazine spins into a scandalous story and soon sparks a court case.,1950
41464,Europe '51,Italian,"Is a provocative, haunting, and compassionate examination of the isolating and often misunderstood path of personal redemption and spiritual service in contemporary society. Composed of alternating sequences of daytime and nighttime episodes, the film presents a recurring visual dichotomy that illustrates the polarizing division between wealth and poverty, spirituality and materialism, vanity and humility, selfishness and benevolence.",1952
43364,The Life of Oharu,Japanese,Follows a woman's fight and survival amid the vicissitudes of life and the cruelty of the society.,1952
24381,The Titfield Thunderbolt,English,"When British Railways announce the closure of the Titfield to Mallingford branch line a group of local residents make a bid to run it themselves, backed by a monied member of the community who is attracted by the complete lack of licensing hours on trains. Unfortunately the local bus company starts to use methods that can hardly be seen as fair competition.",1953
35861,The Crucified Lovers,Japanese,"In 17th century Kyoto, Osan is married to Ishun, a wealthy miserly scroll-maker. When Osan is falsely accused of having an affair with the best worker, Mohei, the pair flee the city and declare their love for each other. Ishun orders his men to find them, and separate them to avoid public humiliation.",1954
45213,French Cancan,French,A comedy/drama about a world-weary impresario who transforms a laundress into a theatrical star.,1954
44026,Mr. Arkadin,English,"Orson Welles’s ""Mr. Arkadin"" tells the story of an elusive billionaire who hires an American smuggler to investigate his past.  Welles missed the editing deadline, so the producer handed over the editing to others. Following two Spanish-dubbed versions, released in Madrid in March 1955, the first English-language version was released in London in August 1955 as ""Confidential Report"" but was never released in the US. The fourth version, called ""the Corinth version"", was discovered in 1961 and was released in the US in 1962. Finally, in 2006, ""the Criterion edit"" was released; likely to remain the one closest to Welles' intentions.",1955
803,Night and Fog,French,The documentary film from French director Resnais set ten years after the Second World War depicts the problems of Auschwitz with shocking images from the concentration camps.,1955
33319,The Burmese Harp,Japanese,"In the War's closing days, when a conscience-driven Japanese soldier fails to get his countrymen to surrender to overwhelming force, he adopts the lifestyle of a Buddhist monk.",1956
44134,Barnacle Bill,English,A seasick sea captain commands an amusement pier despite local opposition. Released in the U.S. as 'All at Sea',1957
22334,Chase a Crooked Shadow,English,"Chase a Crooked Shadow (1958) is a suspense film in which a woman has trouble convincing anybody that a complete stranger has taken her dead brother's identity. It stars Richard Todd, Anne Baxter, and Herbert Lom as a policeman.",1958
44559,Carve Her Name with Pride,English,"Violette Bushell is the daughter of an English father and a French mother, living in London in the early years of World War 2. She meets a handsome young French soldier in the park and takes him back for the family Bastille day celebrations. They fall in love, marry and have a baby girl when Violette Szabo receives the dreaded telegram informing her of his death in North Africa. Shortly afterwards, Violette is approached to join the SOE (Special Operations Executive). Should she stay and look after her baby or ""do her duty"" ?",1958
30637,Corridors of Blood,English,"An 1840s British surgeon, experiments with anesthetic gases in an effort to make surgery pain-free. While doing so, his demonstration before a panel of his peers ends in a horrific mishap with his patient awakening under the knife; he is forced to leave his position in disgrace. To complicate matters, he becomes addicted to the gases and gets involved with a gang of criminals, led by Black Ben and his henchman Resurrection Joe.",1958
43101,Picnic on the Grass,French,Picnic on the Grass is a 1959 film directed by Jean Renoir. It shares a title with the painting by Édouard Manet.,1959
31427,Fires on the Plain,Japanese,"An agonizing portrait of desperate Japanese soldiers stranded in a strange land during World War II, Kon Ichikawa’s Fires on the Plain is a compelling descent into psychological and physical oblivion. Denied hospital treatment for tuberculosis and cast off into the unknown, Private Tamura treks across an unfamiliar Philippine landscape, encountering an increasingly debased cross section of Imperial Army soldiers, who eventually give in to the most terrifying craving of all. Grisly yet poetic, Fires on the Plain is one of the most powerful works from one of Japanese cinema’s most versatile filmmakers.",1959
690,Pickpocket,French,Michel is released from jail after serving a sentence for thievery. His mother dies and he resorts to pickpocketing as a means of survival.,1959
31589,The Bad Sleep Well,Japanese,"A young executive hunts down his father’s killer. Continuing his legendary collaboration with actor Toshiro Mifune, Kurosawa combines elements of Hamlet and American film noir to chilling effect in exposing the corrupt boardrooms of postwar corporate Japan.",1960
50474,The Four Horsemen of the Apocalypse,English,Karl from Germany and Marcelo from France emigrated to Argentina and became brothers-in-law. Karl soon returned to Germany to serve in the army. Marcelo and his children Julio and Chichi became Argentinean citizens but later returned to Paris. Karl became a general with a son (Heinrich) in the SS and in WWII he got a high job within the occupation administration in France.,1962
750,Murder She Said,English,Miss Marple believes she’s seen a murder in a passing by train yet when the police find no evidence she decides to investigate it on her own. Her inquisitions lead her to a mountain top. The first of four films starring Margaret Rutherford as Miss Marple that all achieved cult status.,1961
64568,Taste of Fear,English,"A wheelchair-bound young girl returns to her father's estate after ten years, and although she's told he's away, she keeps seeing his dead body on the estate.",1961
16103,The Loneliness of the Long Distance Runner,English,"A rebellious youth, sentenced to a boy's reformatory for robbing a bakery, rises through the ranks of the institution through his prowess as a long distance runner. During his solitary runs, reveries of his life and times before his incarceration lead him to re-evaluate his privileged status as the Governor's prize runner.",1962
52705,Les Carabiniers,French,"During a war in an imaginary country, unscrupulous soldiers recruit poor farmers with promises of an easy and happy life. Two of these farmers write to their wives of their exploits.",1963
39222,The Kiss of the Vampire,English,"Honeymooning in Bavaria, the young couple become stranded and are forced to stay the night in the area. Doctor Ravna, owner of the impressive chateau that sits imposingly above the village, invites them to dinner that evening. Their association with Ravna and his charming, beautiful family is to prove disastrous as they become unwittingly embroiled with this family of vampires who seek to initiate them into their diabolical creed.",1963
751,Murder at the Gallop,English,Miss Marple and Mr Stringer are witness to the death of the very old and rich Mr. Enderby by heart attack. Yet they have their doubts about what happened. The police don’t believe them thus leading Miss Marple to yet again investigate by herself. A cult film starring Margaret Rutherford.,1963
15421,Becket,English,"King Henry II of England has trouble with the Church. When the Archbishop of Canterbury dies, he has a brilliant idea. Rather than appoint another pious cleric loyal to Rome and the Church, he will appoint his old drinking and wenching buddy, Thomas Becket, technically a deacon of the church, to the post. Unfortunately, Becket takes the job seriously and provides abler opposition to Henry.",1964
3763,Onibaba,Japanese,"In medieval times, on a remote plain, a widow and her mother-in-law kill wandering samurai, put their bodies in a hole in the ground and sell their armour and valuables, until the daughter-in-law falls in love with one of their intended victims.",1964
17295,The Battle of Algiers,Italian,Tracing the struggle of the Algerian Front de Liberation Nationale to gain freedom from French colonial rule as seen through the eyes of Ali from his start as a petty thief to his rise to prominence in the organisation and capture by the French in 1957. The film traces the rebels' struggle and the increasingly extreme measures taken by the French government to quell the revolt.,1966
16850,The Heroes of Telemark,English,"Set in German-occupied Norway, this is an embellished account of the remarkable efforts of the Norwegian resistance to sabotage the German development of the atomic bomb. Resistance fighter Knut Straud enlists the reluctant physicist Rolf Pedersen in an effort to destroy the German heavy water production plant near the village of Rjukan in rural Telemark. In the process, Pedersen discovers that hi",1965
24395,The Hill,English,"North Africa, World War II. British soldiers on the brink of collapse push beyond endurance to struggle up a brutal incline. It's not a military objective. It's The Hill, a manmade instrument of torture, a tower of sand seared by a white-hot sun. And the troops' tormentors are not the enemy, but their own comrades-at-arms.",1965
36583,Operation Crossbow,English,Allied agents infiltrate the Nazi rocket complex at Peenemunde in order to obtain their secrets and sabotage the plant.The film alternates between German developments of the V-1 missile and V-2 rocket (with a German cast speaking their own language) and discovery by British Intelligence of the weapon.,1965
3482,The Train,English,"As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory.",1964
895,Andrei Rublev,Russian,"An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",1966
20108,Au Hasard Balthazar,French,"The sad life and death of Balthazar, a donkey, from an idyllic childhood surrounded by loving children, through adulthood as a downtrodden beast of burden. His life is paralleled with that of the girl who named him, and as she is humiliated by her sadistic lover, so he is beaten by his owner. But he finds a kind of peace when he is employed by an old miller who thinks he is a reincarnated saint.",1966
29710,Khartoum,English,"English General Charles George Gordon, a devout Christian, is appointed military governor of Anglo-Egyptian Sudan by the Prime Minister. Ordered to evacuate Egyptians from the Sudan, Gordon stays on to protect the people of Khartoum, who are under threat of being conquered by a Muslim army.",1966
789,Closely Watched Trains,Czech,"In a small town still occupied by the Germans as World War II's tide is turning toward the Allies, apprentice train-watcher Milos is oblivious to the war. Instead, he is obsessed with having his first sexual experience. Despite the favors of train conductor Masa, Milos has no luck. His quest leads him to a female Resistance fighter who, in passing, recruits him to the cause. As Milos finally finds love, danger draws closer.",1966
45706,Tokyo Drifter,Japanese,"After yakuza boss Kurata dissolves his own criminal empire, a rival kingpin offers a position to Kurata's top operative, Tetsuya ""Phoenix Tetsu"" Hondo. When the fiercely loyal Tetsu declines, Otsuka taps unstoppable Tatsuzo the ""Viper"", a ruthless gun-for-hire, to assassinate him. As the Viper trails his target through the countryside, the agile Phoenix Tetsu grows concerned that one of his former associates has betrayed him.",1966
135,Dont Look Back,English,"In this wildly entertaining vision of one of the twentieth century’s greatest artists, Bob Dylan is surrounded by teen fans, gets into heated philosophical jousts with journalists, and kicks back with fellow musicians Joan Baez, Donovan, and Alan Price.",1967
17905,Branded to Kill,Japanese,"After botching his latest assignment, a third-ranked Japanese hit man becomes the target of another assassin.",1967
10227,PlayTime,French,"Jacques Tati’s gloriously choreographed, nearly wordless comedies about confusion in the age of technology reached their creative apex with Playtime, a lasting testament to a modern age tiptoeing on the edge of oblivion.",1967
5767,Two for the Road,English,"The ten-year marriage of Mark and Joanna Wallace is on the rocks. In flashback they recall their first meeting, memorable moments in their courtship and early wedded life, their travels through Europe, their broken vow never to have children, and their increasing tensions that led to both of them having extra-marital affairs.",1967
20873,The Diamond Arm,Russian,"Semyon Gorbunkov goes on a cruise with a smuggler on board. In Istanbul, he slips and breaks his arm. What he didn't know is that this was a signal for the gang of smugglers.",1968
50789,Sympathy for the Devil,English,"SYMPATHY FOR THE DEVIL is an exhilarating, provocative motion picture. The Rolling Stones rehearse their latest song, ""Sympathy For the Devil,"" in a London studio. Beginning as a ballad, the track gradually acquires a pulsating groove, which gets Jagger into a rousing vocal display of soulful emotion that Godard is lucky enough to capture on film. Showing that rock and roll is more than just partying and goofing off, SYMPATHY FOR THE DEVIL is a brilliant portrait of the creative process at its most collaborative and arousing.",1968
29266,War and Peace,Russian,"Seven-hour epic based on the eponymous book by Leo Tolstoy. Two main story-lines are complex and intertwined. One is the love story of young Countess Natasha Rostova and Count Pierre Bezukhov, who is unhappy in his marriage. Another is the ""Great Patriotic War"" of 1812 against the invading Napoleon's Armies. The people of Russia from all classes of society stand up united against the enemy.",1966
36446,Camille 2000,English,"This story from Alexander Dumas is updated to modern times and tinged with graphic nudity and eroticism. Marguerite (Daniele Gaubert) is the tart who sleeps her way up the social ladder to help Armand Duval (Nino Castelnuevo), a commoner who happens to be her boyfriend. The original story has Camille dying from tuberculosis, but in this version she suffers from an unknown ailment. She takes a variety of drugs and becomes a walking zombie (when she can stand up) in this expertly photographed sexploitation feature.",1969
49397,Death Rides a Horse,Italian,"Death Rides a Horse (aka Da uomo a uomo, or As Man to Man) is a 1967 spaghetti western directed by Giulio Petroni, written by Luciano Vincenzoni, and starring Lee Van Cleef and John Phillip Law. Bill Meceita, a boy whose family was murdered in front of him by a gang, sets out 15 years later to exact revenge. On his journey, he finds himself continually sparring and occasionally cooperating with Ryan, a gunfighter on his own quest for vengeance, who knows more than he says about Bill's tragedy. The film has lapsed into public domain.",1967
40430,Journey to the Far Side of the Sun,English,"A planet is discovered in the same orbit as Earth's but is located on the exact opposite side of the sun, making it not visible from Earth. The European Space Exploration Council decide to send American astronaut Glenn Ross and British scientist John Kane via spaceship to explore the other planet. After a disastrous crash-landing Ross awakes to learn that Kane lies near death and that they apparently have returned to Earth, as evidenced by the presence of the Council director and his staff. Released to the custody of his wife, he soon learns things are not as they seem.",1969
48831,My Night at Maud's,French,"The rigid principles of a devout Catholic man are challenged during a one-night stay with Maud, a divorced woman with an outsize personality.",1969
21323,More,English,"A German student, Stefan, who has finished his studies, then decides to have an adventure. After hitch-hiking to Paris, he commits crimes to get money. He then meets a free-spirited American girl, Estelle, who he follows to Ibiza, and then begins a sad &amp; dark path into heroin addiction. Barbet Schroeder's first film, it is also notable for its soundtrack, which was composed by the band Pink Floyd, who he would also use in his next film, La Vallée.",1969
105627,The Joke,Czech,"In the 1950s, Ludvik Jahn was expelled from the Communist Party and the University by his fellow students, because of a politically incorrect note he sent to his girlfriend. Fifteen years later, he tries to get his revenge by seducing Helena, the wife of one of his accusers.",1969
33205,Dodes'ka-den,Japanese,"By turns tragic and transcendent, Akira Kurosawa’s film follows the daily lives of a group of people barely scraping by in a slum on the outskirts of Tokyo. Yet as desperate as their circumstances are, each of them—the homeless father and son envisioning their dream house; the young woman abused by her uncle; the boy who imagines himself a trolley conductor—finds reasons to carry on. The unforgettable Dodes’ka-den was made at a tumultuous moment in Kurosawa’s life. And all of his hopes, fears, and artistic passion are on fervent display in this, his gloriously shot first color film.",1970
2860,Claire's Knee,French,"On the eve of his wedding, on holiday on the Lake Annecy shore, a career diplomat visits an old acquaintance, perhaps a former girlfriend. Through her he meets an intense teenager, Laura, and then lusts after her sister, Claire. Whilst Laura attempts to flirt with him, his fantasy becomes focused on wanting to caress Claire's knee.",1970
31304,A Swedish Love Story,Swedish,"The youngsters puppy love is set against a backdrop of adults that struggle with their own lives. Her fathers feeling of misery and failure at work, her aunts unhappiness as an unmarried woman without kids of her own. His father work at the paintshop-business and his worries about the mentally ill grandfather. Against the adults the young couples love is so sweet and sensual, so innocent and beautiful. As a couple in love, they don't care about anything but themselves and seems totally unaware about everything that surrounds them.",1970
26606,Performance,English,"A young gangster Chas Devlin (James Fox) seeks refuge from the mob in a basement belonging to a reclusive, fading rock star Turner (Mick Jagger). In 'underworld' terms, Chas is a 'performer', a gangster with a talent for violence and intimidation. After taking a trip, he begins to cross dress and experiment with his sexuality. The directorial debut of Nicolas Roeg explores both the liberating impulses and threat of anarchy which provided the twin motors of the 'Swinging Sixties'.",1970
42528,Long Live Death,Spanish,"At the end of the Spanish civil war, Fando, a boy of about ten, tries to make sense of war and his father's arrest. His mother is religious, sympathetic to the Fascists; his father is accused of being a Red. Fando discovers that his mother may have aided in his father's arrest. Sometimes we witness Fando imagining explanations for what's going on; sometimes we see him at play, alone or with his friend Thérèse. Oedipal fantasies and a lad's natural curiosity about sex and death mix with his search for his mother's nature and his father's fate. Will Fando survive the search?",1971
31767,The Devils,English,"A dramatised historical account of the rise and fall of Urbain Grandier, a 17th-century Roman Catholic priest accused of  witchcraft following alleged demonic possessions of sexually repressed nuns.",1971
36194,The Go-Between,English,Tale of torrid and forbidden love between Christie and Bates in the English countryside.,1971
38646,Nicholas and Alexandra,English,"Biography of the last Russian Monarch, Tsar Nicholas II and his Tsarina, Alexandra.Czar Nicholas II, the inept monarch of Russia, insensitive to the needs of his people, is overthrown and exiled to Siberia with his family.",1971
11378,Trafic,French,"Mr. Hulot is the head designer of the Altra Automotive Co. His latest invention is a newfangled camper car loaded with outrageous extra features. Along with the company's manager and publicity model, Hulot sets out from Paris with the intention of debuting the car at the annual auto show in Amsterdam. The going isn't easy, however, and the group encounters an increasingly bizarre series of hurdles and setbacks en route.",1971
760,The Mad Adventures of Rabbi Jacob,French,"In this riot of frantic disguises and mistaken identities, Victor Pivert, a blustering, bigoted French factory owner, finds himself taken hostage by Slimane, an Arab rebel leader. The two dress up as rabbis as they try to elude not only assasins from Slimane's country, but also the police, who think Pivert is a murderer. Pivert ends up posing as Rabbi Jacob, a beloved figure who's returned to France for his first visit after 30 years in the United States. Adding to the confusion are Pivert's dentist-wife, who thinks her husband is leaving her for another woman, their daughter, who's about to get married, and a Parisian neighborhood filled with people eager to celebrate the return of Rabbi Jacob.",1973
86889,Bram Stoker's Dracula,English,Dracula is searching for a woman who looks like his long dead wife.,1974
59189,Phase IV,English,Arizona ants mock the food chain on their way to a desert lab to get two scientists and a woman.,1974
28498,Theatre of Blood,English,A Shakespearean actor takes poetic revenge on the critics who denied him recognition.,1973
21964,Five Fingers of Death,Chinese,A young boxer joins a martial arts school to increase his skill so he can enter a martial arts competition. he leaves the school when he hears that a local gangster is terrorizing the town. he comes to the aid of a young singer and brings on the wrath of the local gang. he eventually enters the martial arts competition after learning iron palm technique and takes out all competition.,1972
21035,Turkish Delight,Dutch,"Sort of a cross between ""Love Story"" and an earthy Rembrandt painting, this movie stars Rutger Hauer as a gifted Dutch sculptor who has a stormy, erotic, and star-crossed romance with a beautiful young girl. The story follows the arc of their relationship and his interaction with her family.",1973
62761,The Cars That Ate Paris,English,"After the death of his brother on the road, unemployed and unstable drifter Arthur Waldo stays for a while in the rural Australian town of Paris as the guest of the mayor, who hopes he will become a permanent member of the Paris population. Arthur soon realizes the quaint hamlet has a sinister secret: they orchestrate car accidents and rob the victims. Survivors are brought to the local hospital, lobotomized, and used for a local doctor's experiments.",1974
5558,The Phantom of Liberty,French,"Bourgeois convention is demolished in Luis Buñuel’s surrealist gem. Featuring an elegant soiree with guests seated at toilet bowls, poker-playing monks using religious medals as chips, and police officers looking for a missing girl who is right under their noses, this perverse, playfully absurd comedy of non sequiturs deftly compiles many of the themes that preoccupied Buñuel throughout his career—from the hypocrisy of conventional morality to the arbitrariness of social arrangements.",1974
36665,General Idi Amin Dada,English,"Uganda's dictator, General Idi Amin Dada, accepts a foreign crew's request to interview and film him. He talks to the camera about his outreach to Arab nations, his goal of eradicating Israel, his views on economic policy, and his views of Nixon, Kissinger, and other world leaders. We also see him dressing down his ministers at a cabinet meeting (two weeks after this meeting, the foreign minister, whom Amin criticizes here, is murdered), supervising a war-game simulation of an invasion of Israel, visiting a village, and addressing a conclave of Ugandan physicians.",1974
37627,The Little Prince,English,"Based on the story by Antoine deSaint-Exupery, this magical musical fable begins as a pilot (Richard Kiley) makes a forced landing on the barren Sahara Desert. He is befriended by a ""little"" prince from the planet Asteroid B-612. In the days that follow, the pilot learns of the small boy's history and planet-hopping journeys in which he met a King, a businessman, an historian, and a general. It isn't until he comes to Earth that the Little Prince learns the secrets of the importance of life from a Fox (Gene Wilder), a Snake (Bob Fosse), and the pilot.",1974
29859,The Adventure of Sherlock Holmes' Smarter Brother,English,"After spending decades living in the shadow of his more famous and successful sibling, Consulting Detective Sigerson Holmes (Wilder) is called upon to help solve a crucial case that leads him on a hilarious trail of false identities, stolen documents secret codes... and exposed backsides.",1975
9652,The Passenger,Italian,"David Locke (Jack Nicholson) is a world-weary American journalist who has been sent to cover a conflict in northern Africa, but he makes little progress with the story. When he discovers the body of a stranger who looks similar to him, Locke assumes the dead man's identity. However, he soon finds out that the man was an arms dealer, leading Locke into dangerous situations. Aided by a beautiful woman (Maria Schneider), Locke attempts to avoid both the police and criminals out to get him.",1975
38099,Hand of Death,Chinese,A survivor of an attack on a rebel group opposing the Manchu invasion of China creates the Goose Fist fighting technique and tries for revenge on a traitor.,1976
3870,1900,Italian,"Set in Bertolucci's ancestral region of Emilia, the film chronicles the lives of two men during the political turmoils that took place in Italy in the first half on the 20th century.",1976
48205,The Marquise of O,German,A German Marquise has to deal with a pregnancy she cannot explain and an infatuated Russian Count.,1976
46978,Mistress,French,"A common thief (Depardieu) breaks into the house of a professional dominatrix (Ogier), and begins to help her ""train"" her clients. Though this world is alien to his experience, he finds himself falling in love with her. Eventually he discovers that she does this in order to support her son, and he attempts to help her out of this life, which she is not sure she really wants to leave.",1975
